tconst,ordering_M,nconst_M,primaryName_M,knownForTitles_M,age_M,ordering_F,nconst_F,titleType,originalTitle,isAdult,endYear,runtimeMinutes,primaryTitle,startYear,genres,primaryName_F,birthYear,deathYear,primaryProfession,knownForTitles_F,age_F
tt0040367,3.0,nm0526184,John Lund,"tt0049314,tt0043792,tt0056093,tt0040367",37,1.0,nm0000795,movie,A Foreign Affair,0.0,\N,116,A Foreign Affair,1948,"Comedy,Drama,Romance",Jean Arthur,1900,1991,"actress,soundtrack,archive_footage","tt0030993,tt0031679,tt0046303,tt0036172",48
tt0040426,2.0,nm0136994,Macdonald Carey,"tt0036342,tt0058796,tt0043736,tt0039873",35,1.0,nm0002104,movie,Hazard,0.0,\N,95,Hazard,1948,"Comedy,Drama",Paulette Goddard,1910,1990,"actress,producer,soundtrack","tt0032520,tt0027977,tt0033722,tt0037849",38
tt0040599,1.0,nm0526184,John Lund,"tt0049314,tt0043792,tt0056093,tt0040367",37,2.0,nm0376905,movie,Miss Tatlock's Millions,0.0,\N,101,Miss Tatlock's Millions,1948,"Comedy,Romance",Wanda Hendrix,1928,1981,"actress,archive_footage","tt0041899,tt0039768,tt0041767,tt0042310",20
tt0040616,1.0,nm0264278,William Eythe,"tt0037795,tt0036244,tt0036377,tt0037607",30,2.0,nm0110159,movie,Mr. Reckless,0.0,\N,66,Mr. Reckless,1948,"Adventure,Drama,Romance",Barbara Britton,1919,1980,"actress,archive_footage","tt0038513,tt0042325,tt0040616,tt0040543",29
tt0040629,2.0,nm0002048,Melvyn Douglas,"tt0078841,tt0057163,tt0031725,tt0040613",48,1.0,nm0130829,movie,My Own True Love,0.0,\N,84,My Own True Love,1949,"Drama,Romance",Phyllis Calvert,1915,2002,"actress,archive_footage","tt0045654,tt0049067,tt0053149,tt0039594",34
tt0040643,1.0,nm0000064,Edward G. Robinson,"tt0036775,tt0040506,tt0038991,tt0038057",55,2.0,nm0751149,movie,Night Has a Thousand Eyes,0.0,\N,81,Night Has a Thousand Eyes,1948,"Crime,Drama,Fantasy",Gail Russell,1924,1961,"actress,soundtrack,archive_footage","tt0037415,tt0039152,tt0039235,tt0040643",24
tt0040679,1.0,nm0001362,Bob Hope,"tt0032520,tt0031143,tt0039645,tt0045094",45,2.0,nm0000066,movie,The Paleface,0.0,\N,91,The Paleface,1948,"Comedy,Family,Western",Jane Russell,1921,2011,"actress,producer,soundtrack","tt0045810,tt0044863,tt0043643,tt0043476",27
tt0040753,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",34,2.0,nm0000043,movie,Saigon,0.0,\N,93,Saigon,1947,"Crime,Drama,Film-Noir",Veronica Lake,1922,1973,"actress,producer,soundtrack","tt0034240,tt0038369,tt0035432,tt0034881",25
tt0040754,3.0,nm0280178,Barry Fitzgerald,"tt0045061,tt0036872,tt0033729,tt0037515",60,1.0,nm0000043,movie,The Sainted Sisters,0.0,\N,89,The Sainted Sisters,1948,Comedy,Veronica Lake,1922,1973,"actress,producer,soundtrack","tt0034240,tt0038369,tt0035432,tt0034881",26
tt0040764,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",41,2.0,nm0549337,movie,Sealed Verdict,0.0,\N,83,Sealed Verdict,1948,"Adventure,Drama,Mystery",Florence Marly,1919,1978,"actress,writer,composer","tt0039539,tt0041967,tt0039615,tt0052520",29
tt0040777,2.0,nm0634188,Georgie Nokes,"tt0038650,tt0040834,tt0038969,tt0040800",12,1.0,nm0431502,movie,Shaggy,0.0,\N,72,Shaggy,1948,"Drama,Family",Brenda Joyce,1917,2009,"actress,archive_footage","tt0031835,tt0038151,tt0039011,tt0037989",31
tt0040809,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",41,2.0,nm0002897,movie,So Evil My Love,0.0,\N,112,So Evil My Love,1948,"Crime,Drama",Ann Todd,1907,1993,"actress,soundtrack,archive_footage","tt0039694,tt0041735,tt0044446,tt0038924",41
tt0040827,1.0,nm0035159,Richard Arlen,"tt0024188,tt0018578,tt0021070,tt0031661",49,2.0,nm0736939,movie,Speed to Spare,0.0,\N,57.0,Speed to Spare,1948,"Drama,Romance",Jean Rogers,1916,1991,"actress,soundtrack,archive_footage","tt0027623,tt0032325,tt0033227,tt0038618",32
tt0040951,1.0,nm0307326,William Gargan,"tt0024617,tt0023369,tt0040112,tt0024097",43,2.0,nm0400794,movie,Waterfront at Midnight,0.0,\N,63,Waterfront at Midnight,1948,"Crime,Drama,Film-Noir",Mary Beth Hughes,1919,1995,"actress,soundtrack","tt0037749,tt0037858,tt0040472,tt0042568",29
tt0040965,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",35,3.0,nm0550782,movie,Whispering Smith,0.0,\N,88,Whispering Smith,1948,Western,Brenda Marshall,1915,1992,"actress,soundtrack,archive_footage","tt0033028,tt0038986,tt0034578,tt0035751",33
tt0041107,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",42,2.0,nm0869429,movie,Alias Nick Beal,0.0,\N,93,Alias Nick Beal,1949,"Drama,Fantasy,Film-Noir",Audrey Totter,1917,2013,"actress,soundtrack,archive_footage","tt0039941,tt0039545,tt0038854,tt0041954",32
tt0041243,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",36,2.0,nm0001656,movie,Chicago Deadline,0.0,\N,86,Chicago Deadline,1949,"Crime,Drama,Film-Noir",Donna Reed,1921,1986,"actress,soundtrack,archive_footage","tt0038650,tt0045793,tt0051267,tt0049005",28
tt0041259,1.0,nm0001078,Bing Crosby,"tt0047673,tt0049314,tt0036872,tt0046874",46,2.0,nm0281766,movie,A Connecticut Yankee in King Arthur's Court,0.0,\N,106,A Connecticut Yankee in King Arthur's Court,1949,"Comedy,Family,Fantasy",Rhonda Fleming,1923,2020,"actress,soundtrack,archive_footage","tt0039689,tt0038109,tt0081249,tt0041259",26
tt0041286,1.0,nm0000034,William Holden,"tt0046359,tt0047437,tt0043014,tt0074958",31,2.0,nm0146542,movie,Dear Wife,0.0,\N,88,Dear Wife,1949,Comedy,Joan Caulfield,1922,1991,"actress,soundtrack,archive_footage","tt0038747,tt0039307,tt0039941,tt0040754",27
tt0041325,1.0,nm0307326,William Gargan,"tt0024617,tt0023369,tt0040112,tt0024097",44,2.0,nm0919961,movie,Dynamite,0.0,\N,68,Dynamite,1949,Drama,Virginia Welles,1925,2002,"actress,soundtrack","tt0037848,tt0039307,tt0041549,tt0041524",24
tt0041332,1.0,nm0668361,John Payne,"tt0039628,tt0044789,tt0045465,tt0050055",37,2.0,nm0751149,movie,El Paso,0.0,\N,103,El Paso,1949,Western,Gail Russell,1924,1961,"actress,soundtrack,archive_footage","tt0037415,tt0039152,tt0039235,tt0040643",25
tt0041428,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",36,2.0,nm0275897,movie,The Great Gatsby,0.0,\N,91,The Great Gatsby,1949,"Drama,Mystery,Romance",Betty Field,1916,1973,"actress,soundtrack,archive_footage","tt0031742,tt0033409,tt0048491,tt0050839",33
tt0041429,1.0,nm0001362,Bob Hope,"tt0032520,tt0031143,tt0039645,tt0045094",46,2.0,nm0281766,movie,The Great Lover,0.0,\N,80,The Great Lover,1949,"Comedy,Musical,Romance",Rhonda Fleming,1923,2020,"actress,soundtrack,archive_footage","tt0039689,tt0038109,tt0081249,tt0041259",26
tt0041452,2.0,nm0001050,Montgomery Clift,"tt0045793,tt0043924,tt0040765,tt0055031",29,1.0,nm0000014,movie,The Heiress,0.0,\N,115,The Heiress,1949,"Drama,Romance",Olivia de Havilland,1916,2020,"actress,soundtrack,archive_footage","tt0031381,tt0041452,tt0029843,tt0040806",33
tt0041631,1.0,nm0002053,Dan Duryea,"tt0041968,tt0038360,tt0036323,tt0038057",42,2.0,nm0483787,movie,Manhandled,0.0,\N,97,Manhandled,1949,"Crime,Drama,Film-Noir",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",35
tt0041795,2.0,nm0001514,Victor Mature,"tt0046247,tt0039536,tt0038762,tt0035103",36,1.0,nm0002149,movie,"Red, Hot and Blue",0.0,\N,84,"Red, Hot and Blue",1949,"Comedy,Crime,Musical",Betty Hutton,1921,2007,"actress,writer,soundtrack","tt0042200,tt0044672,tt0037077,tt0038119",28
tt0041838,2.0,nm0001514,Victor Mature,"tt0046247,tt0039536,tt0038762,tt0035103",36,1.0,nm0001443,movie,Samson and Delilah,0.0,\N,134,Samson and Delilah,1949,"Drama,Family,History",Hedy Lamarr,1914,2000,"actress,producer,miscellaneous","tt0041838,tt0038990,tt0037769,tt0035460",35
tt0041899,2.0,nm0001647,Claude Rains,"tt0034583,tt0024184,tt0038787,tt0031679",60,1.0,nm0376905,movie,Song of Surrender,0.0,\N,93,Song of Surrender,1949,"Drama,Musical,Romance",Wanda Hendrix,1928,1981,"actress,archive_footage","tt0041899,tt0039768,tt0041767,tt0042310",21
tt0041902,1.0,nm0001362,Bob Hope,"tt0032520,tt0031143,tt0039645,tt0045094",46,2.0,nm0000840,movie,Sorrowful Jones,0.0,\N,88,Sorrowful Jones,1949,"Comedy,Drama",Lucille Ball,1911,1989,"producer,actress,production_manager","tt0043208,tt0055686,tt0062570,tt0047191",38
tt0041910,1.0,nm0264278,William Eythe,"tt0037795,tt0036244,tt0036377,tt0037607",31,3.0,nm0736990,movie,Special Agent,0.0,\N,71,Special Agent,1949,"Crime,Drama,History",Kasey Rogers,1925,2006,"actress,director,soundtrack","tt0044079,tt0044537,tt0057733,tt0041910",24
tt0041929,1.0,nm0000034,William Holden,"tt0046359,tt0047437,tt0043014,tt0074958",31,3.0,nm0293530,movie,Streets of Laredo,0.0,\N,93,Streets of Laredo,1949,"Drama,Western",Mona Freeman,1926,2014,"actress,soundtrack,archive_footage","tt0039307,tt0037632,tt0041452,tt0042279",23
tt0041969,1.0,nm0001078,Bing Crosby,"tt0047673,tt0049314,tt0036872,tt0046874",46,2.0,nm0001955,movie,Top o' the Morning,0.0,\N,100,Top o' the Morning,1949,"Comedy,Musical,Romance",Ann Blyth,1928,\N,"actress,soundtrack,archive_footage","tt0037913,tt0050494,tt0039224,tt0048260",21
tt0179092,2.0,nm0525283,André Luguet,"tt0134324,tt0179087,tt0200136,tt0023074",54,1.0,nm0201638,movie,Au petit bonheur,0.0,\N,105,Happy Go Lucky,1946,Comedy,Danielle Darrieux,1917,2017,"actress,music_department,soundtrack","tt0283832,tt0044314,tt0027951,tt0062873",29
tt0787239,1.0,nm1136299,Armando Goyena,"tt0310368,tt0422735,tt5643442,tt0786973",27,2.0,nm1335407,movie,Virginia,0.0,\N,\N,Virginia,1949,\N,Tessie Quintana,1931,1969,actress,"tt0356340,tt0375588,tt0442461,tt0356773",18
