tconst,ordering_M,nconst_M,primaryName_M,knownForTitles_M,age_M,ordering_F,nconst_F,primaryTitle,startYear,genres,primaryName_F,birthYear,deathYear,primaryProfession,knownForTitles_F,age_F,age_gap
tt0041178,1.0,nm0000053,Robert Mitchum,"tt0039689,tt0048424,tt0056197,tt0050356",32,2.0,nm0339452,The Big Steal,1949,"Crime,Film-Noir,Romance",Jane Greer,1924,2001,"actress,soundtrack,archive_footage","tt0039689,tt0041178,tt0045053,tt0040835",25,7
tt0041252,1.0,nm0930103,Bill Williams,"tt0045177,tt0041252,tt0048159,tt0038458",34,2.0,nm0354853,The Clay Pigeon,1949,"Crime,Drama,Film-Noir",Barbara Hale,1922,2017,"actress,soundtrack,archive_footage","tt0050051,tt0065377,tt0073043,tt0042046",27,7
tt0041278,1.0,nm0706368,George Raft,"tt0053291,tt0033149,tt0023427,tt0037832",48,2.0,nm0707048,A Dangerous Profession,1949,"Crime,Drama,Film-Noir",Ella Raines,1920,1988,"actress,soundtrack,archive_footage","tt0036260,tt0041503,tt0036891,tt0037330",29,19
tt0041378,1.0,nm0526485,William Lundigan,"tt0041746,tt0041378,tt0040631,tt0043667",35,2.0,nm0665842,Follow Me Quietly,1949,"Crime,Drama,Film-Noir",Dorothy Patrick,1921,1987,"actress,soundtrack,archive_footage","tt0041257,tt0043024,tt0042392,tt0041378",28,7
tt0041495,1.0,nm0752813,Robert Ryan,"tt0065214,tt0061578,tt0070212,tt0047849",40,2.0,nm0206478,The Woman on Pier 13,1949,"Crime,Drama,Film-Noir",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",29,11
tt0041859,1.0,nm0752813,Robert Ryan,"tt0065214,tt0061578,tt0070212,tt0047849",40,2.0,nm0869429,The Set-Up,1949,"Crime,Film-Noir,Sport",Audrey Totter,1917,2013,"actress,soundtrack,archive_footage","tt0039941,tt0039545,tt0038854,tt0041954",32,8
tt0041926,2.0,nm0528705,Jeffrey Lynn,"tt0031867,tt0041926,tt0040167,tt0034337",40,1.0,nm0779549,Strange Bargain,1949,"Crime,Drama,Film-Noir",Martha Scott,1912,2003,"actress,producer,archive_footage","tt0049833,tt0052618,tt0032881,tt0033459",37,3
tt0041963,1.0,nm0642671,Michael O'Shea,"tt0036094,tt0041179,tt0041963,tt0041733",43,2.0,nm0340706,The Threat,1949,"Crime,Drama,Film-Noir",Virginia Grey,1917,2004,"actress,soundtrack,archive_footage","tt0065377,tt0040920,tt0032143,tt0031047",32,11
tt0042046,1.0,nm0237985,Bobby Driscoll,"tt0046183,tt0042046,tt0038969,tt0043067",12,2.0,nm0354853,The Window,1949,"Drama,Film-Noir,Thriller",Barbara Hale,1922,2017,"actress,soundtrack,archive_footage","tt0050051,tt0065377,tt0073043,tt0042046",27,-15
tt0042053,2.0,nm0002048,Melvyn Douglas,"tt0078841,tt0057163,tt0031725,tt0040613",48,1.0,nm0000058,A Woman's Secret,1949,"Drama,Film-Noir,Mystery",Maureen O'Hara,1920,2015,"actress,soundtrack,archive_footage","tt0045061,tt0039628,tt0055277,tt0033729",29,19
