tconst,ordering_M,nconst_M,primaryName_M,knownForTitles_M,age_M,ordering_F,nconst_F,titleType,originalTitle,isAdult,endYear,runtimeMinutes,primaryTitle,startYear,genres,primaryName_F,birthYear,deathYear,primaryProfession,knownForTitles_F,age_F,age_gap
tt0033954,1.0,nm0696481,Robert Preston,"tt0056262,tt0084865,tt0087597,tt0083015",23,2.0,nm0237655,movie,The Night of January 16th,0.0,\N,80.0,The Night of January 16th,1941,"Crime,Drama,Film-Noir",Ellen Drew,1914,2003,"actress,soundtrack,archive_footage","tt0032338,tt0037820,tt0033916,tt0042229",27,-4
tt0033958,1.0,nm0606431,Chester Morris,"tt0020827,tt0024679,tt0020686,tt0019630",40,2.0,nm0662335,movie,No Hands on the Clock,0.0,\N,76.0,No Hands on the Clock,1941,"Crime,Mystery",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",26,14
tt0034678,1.0,nm0136994,Macdonald Carey,"tt0036342,tt0058796,tt0043736,tt0039873",29,2.0,nm0680482,movie,Dr. Broadway,0.0,\N,68.0,Dr. Broadway,1942,"Crime,Drama,Mystery",Jean Phillips,1914,1970,actress,"tt0033954,tt0033337,tt0034678,tt0035442",28,1
tt0034798,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",29,2.0,nm0000043,movie,The Glass Key,0.0,\N,85.0,The Glass Key,1942,"Crime,Drama,Film-Noir",Veronica Lake,1922,1973,"actress,producer,soundtrack","tt0034240,tt0038369,tt0035432,tt0034881",20,9
tt0035126,1.0,nm0288003,Preston Foster,"tt0023629,tt0023042,tt0044789,tt0026605",42,2.0,nm0605685,movie,Night in New Orleans,0.0,\N,75.0,Night in New Orleans,1942,"Comedy,Crime,Drama",Patricia Morison,1915,2018,"actress,soundtrack,archive_footage","tt0036377,tt0038494,tt0035706,tt0036005",27,15
tt0035388,1.0,nm0580565,Burgess Meredith,"tt0082186,tt0075148,tt0084602,tt0079817",35,2.0,nm0872456,movie,Street of Chance,0.0,\N,74.0,Street of Chance,1942,"Crime,Drama,Film-Noir",Claire Trevor,1910,2000,"actress,soundtrack,archive_footage","tt0040506,tt0031971,tt0037101,tt0028773",32,3
tt0035432,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",29,2.0,nm0000043,movie,This Gun for Hire,0.0,\N,81.0,This Gun for Hire,1942,"Crime,Drama,Film-Noir",Veronica Lake,1922,1973,"actress,producer,soundtrack","tt0034240,tt0038369,tt0035432,tt0034881",20,9
tt0036743,1.0,nm0523225,Robert Lowery,"tt0038621,tt0041162,tt0037927,tt0037114",31,2.0,nm0237655,movie,Dark Mountain,0.0,\N,56.0,Dark Mountain,1944,"Crime,Drama,Film-Noir",Ellen Drew,1914,2003,"actress,soundtrack,archive_footage","tt0032338,tt0037820,tt0033916,tt0042229",30,1
tt0036774,1.0,nm0606431,Chester Morris,"tt0020827,tt0024679,tt0020686,tt0019630",43,2.0,nm0446715,movie,Double Exposure,0.0,\N,63.0,Double Exposure,1944,"Comedy,Crime,Mystery",Nancy Kelly,1921,1995,"actress,soundtrack,archive_footage","tt0048977,tt0031507,tt0035795,tt0032873",23,20
tt0036775,1.0,nm0534045,Fred MacMurray,"tt0036775,tt0053604,tt0046816,tt0057518",36,2.0,nm0001766,movie,Double Indemnity,0.0,\N,107.0,Double Indemnity,1944,"Crime,Drama,Film-Noir",Barbara Stanwyck,1907,1990,"actress,soundtrack,archive_footage","tt0036775,tt0033373,tt0040823,tt0032080",37,-1
tt0036845,1.0,nm0606431,Chester Morris,"tt0020827,tt0024679,tt0020686,tt0019630",43,2.0,nm0446715,movie,Gambler's Choice,0.0,\N,66.0,Gambler's Choice,1944,"Action,Crime,Drama",Nancy Kelly,1921,1995,"actress,soundtrack,archive_footage","tt0048977,tt0031507,tt0035795,tt0032873",23,20
tt0037075,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",37,2.0,nm0721851,movie,Ministry of Fear,0.0,\N,86.0,Ministry of Fear,1944,"Crime,Drama,Film-Noir",Marjorie Reynolds,1917,1997,"actress,soundtrack,archive_footage","tt0039037,tt0034862,tt0032404,tt0043643",27,10
tt0037712,1.0,nm0307326,William Gargan,"tt0024617,tt0023369,tt0040112,tt0024097",40,2.0,nm0446715,movie,Follow That Woman,0.0,\N,69.0,Follow That Woman,1945,"Comedy,Crime,Drama",Nancy Kelly,1921,1995,"actress,soundtrack,archive_footage","tt0048977,tt0031507,tt0035795,tt0032873",24,16
tt0037816,2.0,nm0194742,Arturo de Córdova,"tt0042434,tt0045260,tt0187005,tt0040075",37,1.0,nm0002149,movie,Incendiary Blonde,0.0,\N,113.0,Incendiary Blonde,1945,"Biography,Crime,Drama",Betty Hutton,1921,2007,"actress,writer,soundtrack","tt0042200,tt0044672,tt0037077,tt0038119",24,13
tt0037960,1.0,nm0307326,William Gargan,"tt0024617,tt0023369,tt0040112,tt0024097",40,2.0,nm0767243,movie,Midnight Manhunt,0.0,\N,64.0,Midnight Manhunt,1945,"Comedy,Crime,Mystery",Ann Savage,1921,2008,"actress,soundtrack,archive_footage","tt0037638,tt1093842,tt0038877,tt0037409",24,16
tt0038047,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",32,2.0,nm0751149,movie,Salty O'Rourke,0.0,\N,100.0,Salty O'Rourke,1945,"Crime,Drama",Gail Russell,1924,1961,"actress,soundtrack,archive_footage","tt0037415,tt0039152,tt0039235,tt0040643",21,11
tt0038369,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",33,2.0,nm0000043,movie,The Blue Dahlia,0.0,\N,96.0,The Blue Dahlia,1946,"Crime,Film-Noir,Mystery",Veronica Lake,1922,1973,"actress,producer,soundtrack","tt0034240,tt0038369,tt0035432,tt0034881",24,9
tt0039023,1.0,nm0523225,Robert Lowery,"tt0038621,tt0041162,tt0037927,tt0037114",33,2.0,nm0110159,movie,They Made Me a Killer,0.0,\N,64.0,They Made Me a Killer,1946,"Crime,Drama,Film-Noir",Barbara Britton,1919,1980,"actress,archive_footage","tt0038513,tt0042325,tt0040616,tt0040543",27,6
tt0039186,1.0,nm0715637,Phillip Reed,"tt0040920,tt0043072,tt0039853,tt0027869",38,2.0,nm0111702,movie,Big Town,0.0,\N,60.0,Big Town,1946,"Crime,Drama",Hillary Brooke,1914,1999,"actress,archive_footage","tt0049470,tt0037671,tt0038990,tt0041191",32,6
tt0039187,1.0,nm0715637,Phillip Reed,"tt0040920,tt0043072,tt0039853,tt0027869",39,2.0,nm0111702,movie,Big Town After Dark,0.0,\N,69.0,Big Town After Dark,1947,"Crime,Drama,Film-Noir",Hillary Brooke,1914,1999,"actress,archive_footage","tt0049470,tt0037671,tt0038990,tt0041191",33,6
tt0039235,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",33,2.0,nm0751149,movie,Calcutta,0.0,\N,83.0,Calcutta,1946,"Action,Crime,Drama",Gail Russell,1924,1961,"actress,soundtrack,archive_footage","tt0037415,tt0039152,tt0039235,tt0040643",22,11
tt0039311,1.0,nm0388303,John Hodiak,"tt0037017,tt0038965,tt0041163,tt0038589",33,2.0,nm0779507,movie,Desert Fury,0.0,\N,96.0,Desert Fury,1947,"Crime,Drama,Film-Noir",Lizabeth Scott,1922,2015,"actress,soundtrack,archive_footage","tt0041968,tt0038988,tt0040695,tt0039482",25,8
tt0039343,2.0,nm0644983,Åke Ohberg,"tt0035347,tt0039388,tt0038035,tt0045850",42,1.0,nm0854996,movie,Dynamit,0.0,\N,88.0,Dynamite,1947,"Crime,Drama",Birgit Tengroth,1915,1983,"actress,writer,soundtrack","tt0042466,tt0026305,tt0036380,tt0041998",32,10
tt0039372,1.0,nm0446769,Paul Kelly,"tt0034742,tt0039286,tt0035299,tt0038459",47,3.0,nm0779422,movie,Fear in the Night,0.0,\N,72.0,Fear in the Night,1946,"Crime,Drama,Film-Noir",Kay Scott,1927,1971,"actress,soundtrack","tt0039372,tt0062309",19,28
tt0039482,1.0,nm0000044,Burt Lancaster,"tt0045793,tt0085859,tt0051036,tt0057091",34,2.0,nm0779507,movie,I Walk Alone,0.0,\N,97.0,I Walk Alone,1947,"Crime,Drama,Film-Noir",Lizabeth Scott,1922,2015,"actress,soundtrack,archive_footage","tt0041968,tt0038988,tt0040695,tt0039482",25,9
tt0039645,1.0,nm0001362,Bob Hope,"tt0032520,tt0031143,tt0039645,tt0045094",44,2.0,nm0483787,movie,My Favorite Brunette,0.0,\N,87.0,My Favorite Brunette,1947,"Comedy,Crime,Mystery",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",33,11
tt0040160,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",41,2.0,nm0001577,movie,The Big Clock,0.0,\N,95.0,The Big Clock,1948,"Crime,Drama,Film-Noir",Maureen O'Sullivan,1911,1998,"actress,soundtrack,archive_footage","tt0025878,tt0091167,tt0025862,tt0023551",37,4
tt0040162,1.0,nm0715637,Phillip Reed,"tt0040920,tt0043072,tt0039853,tt0027869",40,2.0,nm0111702,movie,Big Town Scandal,0.0,\N,60.0,Big Town Scandal,1948,"Crime,Drama",Hillary Brooke,1914,1999,"actress,archive_footage","tt0049470,tt0037671,tt0038990,tt0041191",34,6
tt0040196,1.0,nm0219396,Richard Denning,"tt0050105,tt0050197,tt0046876,tt0047960",34,2.0,nm0752846,movie,Caged Fury,0.0,\N,60.0,Caged Fury,1948,"Action,Crime,Drama",Sheila Ryan,1921,1975,"actress,soundtrack,archive_footage","tt0038459,tt0039580,tt0036379,tt0033676",27,7
tt0040643,1.0,nm0000064,Edward G. Robinson,"tt0036775,tt0040506,tt0038991,tt0038057",55,2.0,nm0751149,movie,Night Has a Thousand Eyes,0.0,\N,81.0,Night Has a Thousand Eyes,1948,"Crime,Drama,Fantasy",Gail Russell,1924,1961,"actress,soundtrack,archive_footage","tt0037415,tt0039152,tt0039235,tt0040643",24,31
tt0040753,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",34,2.0,nm0000043,movie,Saigon,0.0,\N,93.0,Saigon,1947,"Crime,Drama,Film-Noir",Veronica Lake,1922,1973,"actress,producer,soundtrack","tt0034240,tt0038369,tt0035432,tt0034881",25,9
tt0040809,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",41,2.0,nm0002897,movie,So Evil My Love,0.0,\N,112.0,So Evil My Love,1948,"Crime,Drama",Ann Todd,1907,1993,"actress,soundtrack,archive_footage","tt0039694,tt0041735,tt0044446,tt0038924",41,0
tt0040951,1.0,nm0307326,William Gargan,"tt0024617,tt0023369,tt0040112,tt0024097",43,2.0,nm0400794,movie,Waterfront at Midnight,0.0,\N,63.0,Waterfront at Midnight,1948,"Crime,Drama,Film-Noir",Mary Beth Hughes,1919,1995,"actress,soundtrack","tt0037749,tt0037858,tt0040472,tt0042568",29,14
tt0041243,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",36,2.0,nm0001656,movie,Chicago Deadline,0.0,\N,86.0,Chicago Deadline,1949,"Crime,Drama,Film-Noir",Donna Reed,1921,1986,"actress,soundtrack,archive_footage","tt0038650,tt0045793,tt0051267,tt0049005",28,8
tt0041631,1.0,nm0002053,Dan Duryea,"tt0041968,tt0038360,tt0036323,tt0038057",42,2.0,nm0483787,movie,Manhandled,0.0,\N,97.0,Manhandled,1949,"Crime,Drama,Film-Noir",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",35,7
tt0041795,2.0,nm0001514,Victor Mature,"tt0046247,tt0039536,tt0038762,tt0035103",36,1.0,nm0002149,movie,"Red, Hot and Blue",0.0,\N,84.0,"Red, Hot and Blue",1949,"Comedy,Crime,Musical",Betty Hutton,1921,2007,"actress,writer,soundtrack","tt0042200,tt0044672,tt0037077,tt0038119",28,8
tt0041910,1.0,nm0264278,William Eythe,"tt0037795,tt0036244,tt0036377,tt0037607",31,3.0,nm0736990,movie,Special Agent,0.0,\N,71.0,Special Agent,1949,"Crime,Drama,History",Kasey Rogers,1925,2006,"actress,director,soundtrack","tt0044079,tt0044537,tt0057733,tt0041910",24,7
